Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Med Lab экспресс,аптека,Аптеки,"6-й микрорайон, 56а",1 этаж,050036,6-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 09:00-13:00,+05:00,4.9,7,87026349513,87775576643,,,,,,,,,https://wa.me/77026349513,https://wa.me/77775576643,,,,,43.223029,76.859206,https://2gis.com/firm/70000001025000698,branch
Аптека Рядом,,Аптеки,"микрорайон Аксай 2, 44а",,050031,Аксай-2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.4,11,87473889603,,,,,,,,,,https://wa.me/77473889603,,,,,,43.233986,76.835174,https://2gis.com/firm/70000001083732830,branch
Biosfera,аптека,Аптеки,"микрорайон 3-й, 27",1 этаж,050062,3-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,2.6,30,87272762798,,,,,http://biosfera.kz,,https://instagram.com/biosfera,,,,,,,,,43.222061,76.854617,https://2gis.com/firm/70000001020734820,branch
Алмасат,аптека,Аптеки,"Жетысу-1 микрорайон, 55",,050063,Жетысу-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,,,,,,,,,,,,,,,,,,,43.217383,76.839872,https://2gis.com/firm/70000001089753923,branch
Europharma,аптека,Аптеки,"улица Жандосова, 162а",,050042,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.2,110,,,,,,http://jivo.chat/K4Ifx7vYhI,,https://instagram.com/europharma,,,https://wa.me/77757354444,,,,https://t.me/europharma_chatbot,https://youtube.com/channel/UCT6RrHiByBYg88-U7F-HOuQ,43.211597,76.869669,https://2gis.com/firm/70000001022099157,branch
Аптека,,Аптеки; Средства гигиены; Детское питание,"6-й микрорайон, 11а",,050036,6-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,2.3,29,87014411445,,,,,,,,,,,,,,,,43.221121,76.854157,https://2gis.com/firm/70000001055392208,branch
Europharma,аптека №260,Аптеки,"проспект Алтынсарина, 26",1 этаж,050038,11 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.4,60,,,,,,http://jivo.chat/K4Ifx7vYhI,,https://instagram.com/europharma,,,https://wa.me/77757354444,,,,https://t.me/europharma_chatbot,https://youtube.com/channel/UCT6RrHiByBYg88-U7F-HOuQ,43.220325,76.872183,https://2gis.com/firm/70000001022272984,branch
АПТЕКАПЛЮС,,Аптеки; Оптика; Товары для новорождённых; Косметика / Парфюмерия; Контактные линзы; Солнцезащитные очки; Ортопедические товары,"улица Ауэзова, 175",1 этаж,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.8,1275,87273109909,87272740707 (многоканальный),,aptekaplyussmm@yandex.ru,,http://aptekaplus.kz,,https://instagram.com/aptekaplus,,,https://wa.me/77719900103,https://wa.me/77076329233,,,,https://youtube.com/channel/UCYDUd1Vi80-149uLpoldPsg,43.227868,76.905341,https://2gis.com/firm/9429940000792751,branch
Садыхан,сеть социальных аптек,Аптеки,"микрорайон 3-й, 65",1 этаж,050062,3-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.9,79,87273410597,87073494949,,managersrp-gk@sadykhan.kz,,http://sadykhan.kz,,https://instagram.com/sadykhan.kz,,,https://wa.me/77073494949,,,,,,43.2268,76.846576,https://2gis.com/firm/70000001047635660,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"2-й микрорайон, 51",,050062,2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.7,50,87273391238,87273453030 (служба доставки: пн-вс 8:00-21:00),87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.230747,76.857415,https://2gis.com/firm/70000001065538295,branch
Евроаптека,аптека,Аптеки,"микрорайон Аксай 2, 76",1 этаж,050031,Аксай-2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,2.7,57,87755116559,,,,,,,https://instagram.com/rez_rez_rez0690,,,https://wa.me/77755116559,,,,,,43.235301,76.840288,https://2gis.com/firm/70000001021397996,branch
Биосфера,аптека,Аптеки; Средства гигиены; Детское питание,"улица Толе би, 279Б/1",1 этаж,050061,Тастак-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,2.4,25,87273967163,,,,,http://biosfera.kz,,https://instagram.com/biosferakz,https://facebook.com/biosferakazakhstan,https://vk.com/biosferakazakhstan,https://wa.me/77010000564,,,,,,43.246812,76.859152,https://2gis.com/firm/70000001033565565,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"микрорайон Жетысу-2, 71в",,050063,Жетысу-2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,2.8,110,87273390163,87273453030 (служба доставки: пн-вс 8:00-21:00),87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.219071,76.846663,https://2gis.com/firm/70000001043439354,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"микрорайон Аксай-4, 14",,050063,Аксай-4 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,2.7,26,87273398675,87273453030 (служба доставки: пн-вс 8:00-21:00),87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.231435,76.837626,https://2gis.com/firm/70000001068939824,branch
БРАНТ,гомеопатическая аптека,Аптеки,"улица Туркебаева, 143",,050009,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-14:00,+05:00,3.0,34,87273019673,,,,,,,,,,,,,,,,43.24497,76.879048,https://2gis.com/firm/9429940000957955,branch
Бэлла-Фарм,аптека,Аптеки,"улица Жубанова, 7",1 этаж,050062,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,2.7,51,87272761259,,,,,,,,,,,,,,,,43.234723,76.85134,https://2gis.com/firm/9429940000965101,branch
Аптека Со склада,,Аптеки,"5-й микрорайон, 17",,050062,5 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,1.8,17,87273394353,,,,,,,https://instagram.com/aptekasosklada,,,,,,,,,43.227806,76.862971,https://2gis.com/firm/70000001069380774,branch
Экономь,аптека,Аптеки,"микрорайон Аксай 2, 76",1 этаж,050031,Аксай-2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:30; Вт: 08:00-23:30; Ср: 08:00-23:30; Чт: 08:00-23:30; Пт: 08:00-23:30; Сб: 08:00-23:30; Вс: 08:00-23:30,+05:00,1.9,43,87272688307,,,,,,,,,,,,,,,,43.235424,76.840237,https://2gis.com/firm/70000001021398010,branch
Аптека,,Аптеки,"улица Карасай батыра, 326",1 этаж,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,2.9,36,87471551116,87009885367,,,,,,,,,https://wa.me/77471551116,https://wa.me/77009885367,,,,,43.246253,76.869239,https://2gis.com/firm/70000001080009838,branch
От А до Я,аптека,Аптеки,"улица Прокофьева, 140",3а офис; 1 этаж,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.2,94,87476096628,,,,,http://apteka-ot-a-do-ya.satu.kz,,https://instagram.com/darihana_a_ya_,,,,,,,,,43.242915,76.876399,https://2gis.com/firm/70000001047656933,branch
Аптека №84,,Аптеки; Изготовление лекарств на заказ,"улица Толе би, 249-249а",1 этаж,050005,Тастак-2 м-н,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,2.9,113,87273019071,87273019074,,,,http://www.apteka84.kz,,,,,,,,,,,43.250415,76.875995,https://2gis.com/firm/9429940000792750,branch
Stomapteka,аптека,Аптеки,"микрорайон 1-й, 68/3",,050062,1-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,5.0,2,87754734606,,,,,,,https://instagram.com/stomapteka.kz,,,https://wa.me/77754734606,,,,,,43.233032,76.853405,https://2gis.com/firm/70000001082898300,branch
Mega Pharm,аптека социальная,Аптеки,"улица Жандосова, 200Б",,050052,Таугуль-3 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,90,87073801030,,,,,,,,,,https://wa.me/77073801030,,,,,,43.207102,76.860633,https://2gis.com/firm/70000001065940962,branch
Europharma,аптека №81,Аптеки,"Жетысу-3 микрорайон, 1г",1 этаж,050063,Жетысу-3 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.1,132,87016042678,,,,,http://jivo.chat/K4Ifx7vYhI,,https://instagram.com/europharma,,,https://wa.me/77757354444,,,,https://t.me/europharma_chatbot,https://youtube.com/channel/UCT6RrHiByBYg88-U7F-HOuQ,43.218213,76.84279,https://2gis.com/firm/70000001033519273,branch
03 Farm Plus,аптека,Аптеки,"8-й микрорайон, 37/1",цокольный этаж,050006,8 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,2.4,40,87075415665,,,,,,,https://instagram.com/03farm_plus,,,https://wa.me/77075415665,,,,,,43.22738,76.86418,https://2gis.com/firm/70000001048216048,branch
Ем болсын,аптека,Аптеки,"2-й микрорайон, 4",1 этаж,050062,2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,2.2,24,87770165915,,,,,,,,,,https://wa.me/77770165915,,,,,,43.234499,76.853849,https://2gis.com/firm/70000001057165680,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"Жетысу-1 микрорайон, 51а",,050063,Жетысу-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,3.0,18,87273395412,87273453030 (служба доставки: пн-вс 8:00-21:00),87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.217969,76.839386,https://2gis.com/firm/70000001080508765,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"улица Толе би, 284",,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 07:00-01:00; Вт: 07:00-01:00; Ср: 07:00-01:00; Чт: 07:00-01:00; Пт: 07:00-01:00; Сб: 07:00-01:00; Вс: 07:00-01:00,+05:00,2.0,96,87273014991,87273014985,87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.248237,76.870125,https://2gis.com/firm/70000001057036254,branch
Эвалар,аптека,Аптеки,"микрорайон Аксай-4, 41",1 этаж,050063,Аксай-4 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 06:00-01:00; Вт: 06:00-01:00; Ср: 06:00-01:00; Чт: 06:00-01:00; Пт: 06:00-01:00; Сб: 06:00-01:00; Вс: 06:00-01:00,+05:00,2.6,53,87272383332,,,,,,,,,,,,,,,,43.227603,76.835232,https://2gis.com/firm/9429940000908380,branch
Камея-А,аптека,Аптеки,"12-й микрорайон, 19",1 этаж,050036,12-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,2.8,23,,,,,,,,,,,,,,,,,43.220001,76.865909,https://2gis.com/firm/9429940000821391,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"Саина улица, 12",,050031,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,3.9,7,87272381012,87273453030 (служба доставки: пн-вс 8:00-21:00),87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.243361,76.838692,https://2gis.com/firm/70000001084052258,branch
Алтын Фарм,аптека,Аптеки,"микрорайон Аксай-3, 1",1 этаж,050031,Аксай-3 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 07:30-23:30; Вт: 07:30-23:30; Ср: 07:30-23:30; Чт: 07:30-23:30; Пт: 07:30-23:30; Сб: 07:30-23:30; Вс: 07:30-23:30,+05:00,2.9,23,87478574003,,,,,,,,,,https://wa.me/77478574003,,,,,,43.238273,76.827876,https://2gis.com/firm/70000001035481846,branch
Рауза-АДЕ,сеть аптечных складов,Аптеки,"микрорайон Калкаман-2, 10",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.5,145,87273398524,87273453030 (служба доставки: пн-вс 8:00-21:00),87075013686 (служба доставки: пн-вс 8:00-21:00 ),callcenter@rauzapharm.com,,http://rauza-ade.kz,,https://instagram.com/rauza_almaty,,,,,,,,,43.227963,76.800264,https://2gis.com/firm/70000001041073845,branch
