Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Skype,Широта,Долгота,2GIS URL,Тип
Средняя школа им. Х. Абдуллина,,Школы,"Газамов улица, 41а",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,3.0,3,,,,,,,,,,,,,,,,,,43.482225,77.396963,https://2gis.com/firm/70000001077337806,branch
Общеобразовательная средняя школа №14,,Школы,"улица Ленина, 32",,,,,,Талгарский район,Алматинская область,Казахстан,,+05:00,3.0,2,,,,,,,,,,,,,,,,,,43.629496,77.257958,https://2gis.com/firm/70000001077297028,branch
Орлеу,частная школа,Школы,"улица Самен батыра, 106",,040700,Куат м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,,,87077949614,87784629993,,,,,,,,,,,,,,,,43.407164,77.019917,https://2gis.com/firm/70000001076635349,branch
Каргалинская средняя школа №3,,Школы,"улица Досымбетова, 4",,,,,,Жамбылский район,Алматинская область,Казахстан,Пн: 08:00-19:30; Вт: 08:00-19:30; Ср: 08:00-19:30; Чт: 08:00-19:30; Пт: 08:00-19:00; Сб: 08:00-14:30,+05:00,5.0,5,,,,,,,,,,,,,,,,,,43.158728,76.419319,https://2gis.com/firm/70000001054847808,branch
Средняя школа с. Енбекши,,Школы,"улица Райымбека, 2",,,,,,Карасайский район,Алматинская область,Казахстан,,+05:00,4.6,3,,,,,,,,,,,,,,,,,,43.231711,76.505771,https://2gis.com/firm/70000001082748001,branch
Общеобразовательная средняя школа №2 им. Сакена Сейфуллина,,Школы,"улица Наурызбай батыра, 1",,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.4,7,,,,,,,,,,,,,,,,,,43.308981,77.229227,https://2gis.com/firm/70000001044828223,branch
Средняя школа №16 с дошкольным мини-центром,,Школы,"улица Достык, 12",,040723,,,,Илийский район,Алматинская область,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-15:00,+05:00,2.6,4,,,,,,,,,,,,,,,,,,43.457941,76.724266,https://2gis.com/firm/70000001036545397,branch
Средняя школа № 12 с. Байсерке,,Школы,"улица Аркабая, 271",,,,,,Илийский район,Алматинская область,Казахстан,,+05:00,4.9,11,,,,,,,,,,,,,,,,,,43.503663,77.039868,https://2gis.com/firm/70000001077343179,branch
Үшқоңыр ,​частная школа,Школы; Центры раннего развития детей,"улица Токсейтова, 75",,,,,,Жамбылский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,87013572279,87086125239,,,,,https://instagram.com/ushkonyrmektebi,,,,https://wa.me/77013572279,https://wa.me/77086125239,,,,,,43.157716,76.438013,https://2gis.com/firm/70000001084101750,branch
Школа-гимназия №34 им. К.Абдигуловой,,Школы,"улица Маметовой, 1",,,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00,+05:00,3.7,2,,,,,,,https://instagram.com/34_mektep_,,,,,,,,,,,43.306036,77.151714,https://2gis.com/firm/70000001067310568,branch
Средняя школа №55 Илийского района ,,Школы,"улица Акдала, 84",,,Шабыт м-н,,,Илийский район,Алматинская область,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00; Сб: 07:00-18:00,+05:00,5.0,1,87757272726,,,,,,https://instagram.com/55orta_mektep,,,,,,,,,,,43.472339,76.676734,https://2gis.com/firm/70000001081854926,branch
Средняя школа им. А. Карсакбаева,,Школы,"улица Ынтымак, 22",,,,,,Жамбылский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,4.1,6,87277044006,,,,,http://karsakbaev-zhambylaud.mektebi.kz,,,,,,,,,,,,43.235284,76.320751,https://2gis.com/firm/70000001077394853,branch
Общеобразовательная средняя школа №37 им. Ильяса Жансугурова,,Школы,"улица Сейфуллина, 48",,,,,,Талгарский район,Алматинская область,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,,,43.584977,77.057458,https://2gis.com/firm/70000001077292993,branch
Flagman School,частная школа,Школы,"улица Лермонтова, 40",,,,,Талгар,Талгарский район,Алматинская область,Казахстан,"Пн: 08:00-13:00, 14:00-19:00; Вт: 08:00-13:00, 14:00-19:00; Ср: 08:00-13:00, 14:00-19:00; Чт: 08:00-13:00, 14:00-19:00; Пт: 08:00-13:00, 14:00-19:00",+05:00,4.9,41,87471384676,,,,,,https://instagram.com/flagman.talgar,,,,https://wa.me/77002591026,,,,,,,43.309678,77.223423,https://2gis.com/firm/70000001054313823,branch
Алаш ,частная казахская школа,Школы,"улица Нуртазина, 59/1",,,Жана м-н,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,,,87475502288,,,,,,https://instagram.com/alash_kazakh_school,,,,https://wa.me/77475502288,,,,,,,43.314375,77.227555,https://2gis.com/firm/70000001089693378,branch
Общеобразовательная средняя школа №44 с дошкольным мини-центром,,Школы,"улица Новостройка, 636",,,,,,Талгарский район,Алматинская область,Казахстан,,+05:00,2.1,1,,,,,,,,,,,,,,,,,,43.325263,77.198367,https://2gis.com/firm/70000001077291776,branch
Daryn,инновационная школа,Школы,"улица Лермонтова, 56",,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.1,7,87273718798,87770267724,,,,,https://instagram.com/darynimektebi,,,,https://wa.me/77770267724,,,,,,,43.310192,77.227057,https://2gis.com/firm/70000001045482486,branch
Средняя школа №3,,Школы,"2-й микрорайон, 30а",,,2 м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.7,6,87277244270,,,,,,,,,,,,,,,,,43.858935,77.053535,https://2gis.com/firm/70000001041255727,branch
Новая Казахская Средняя Школа на станции Шамалган,ГУ Отдел образования по Карасайскому району Управления Образования Алматинской области,Школы,"улица Карасу, 110а",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,4.0,5,,,,,,,,,,,,,,,,,,43.357652,76.623874,https://2gis.com/firm/70000001080341149,branch
Genius Talgar,​частная школа,Школы,"улица Рыскулова, 1",,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00; Вс: 08:00-17:00,+05:00,,,87752752826,,,,,,https://instagram.com/genius_talgar,,,,https://wa.me/77752752826,,,,,,,43.29463,77.234702,https://2gis.com/firm/70000001084000216,branch
Средняя школа им. М.Горького,,Школы,"Юбилейная улица, 1",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,,+05:00,4.0,3,,,,,,,,,,,,,,,,,,43.407613,77.425182,https://2gis.com/firm/70000001077340163,branch
Общеобразовательная школа им. М.Бейсебаева,,Школы,"улица Алтынсарина, 1",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.0,7,,,,,,,,,,,,,,,,,,43.371222,76.711366,https://2gis.com/firm/70000001036383631,branch
Средняя школа им. Ахмета Байтурсынова,,Школы,"улица Дуйсекова, 47а",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.6,7,87277158755,,,,,http://baitursynov.karasai.edu.kz,https://instagram.com/baitursynuly_mektep,,,,,,,,,,,43.369246,76.621422,https://2gis.com/firm/70000001080092695,branch
Nurdaulet School,частная школа,Школы,"улица Райымбека, 26",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.4,7,87001525272 (справочная),,,,,http://nurdaulet-school.kz,https://instagram.com/nurdaulet.school,,,,,,,,,,,43.196147,76.630789,https://2gis.com/firm/70000001063181839,branch
Средняя школа им. Т.Рыскулова,,Школы,"улица Кузиева, 69",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,,+05:00,5.0,2,,,,,,,,,,,,,,,,,,43.437308,77.259392,https://2gis.com/firm/70000001077344585,branch
Средняя школа им. Абая,,Школы,"Гагарина улица, 1",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,,+05:00,5.0,1,,,,,,,,,,,,,,,,,,43.392383,77.488417,https://2gis.com/firm/70000001077338554,branch
Your School,образовательный центр,Школы; Центры раннего развития детей; Языковые школы; Помощь в обучении,"микрорайон Дарабоз, 57",1 этаж,050038,Дарабоз м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:30-20:00; Вт: 08:30-20:00; Ср: 08:30-20:00; Чт: 08:30-20:00; Пт: 08:30-20:00; Сб: 08:30-20:00; Вс: 08:30-20:00,+05:00,4.7,7,87010666166,,,,,,https://instagram.com/ys__education,,,,https://wa.me/77077186399,,,,,,,43.268338,76.820326,https://2gis.com/firm/70000001063237971,branch
Средняя школа им. В.Терешкова,,Школы,"улица Уалиханова, 39",,,,,Есик,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,3,,,,,,,,,,,,,,,,,,43.371801,77.448729,https://2gis.com/firm/70000001077335619,branch
Средняя школа Алтын ауыл,,Школы,"микрорайон Алтын ауыл, 25",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,2.8,14,87277129936 (приемная),,,,,,,,,,,,,,,,,43.19993,76.660567,https://2gis.com/firm/70000001044535897,branch
Средняя школа №10,,Школы,"2-й микрорайон, 1",,,,,,Илийский район,Алматинская область,Казахстан,"Пн: 08:00-13:00, 14:00-18:00; Вт: 08:00-13:00, 14:00-18:00; Ср: 08:00-13:00, 14:00-18:00; Чт: 08:00-13:00, 14:00-18:00; Пт: 08:00-13:00, 14:00-18:00",+05:00,2.8,12,87275277756,,,,,,,,,,,,,,,,,43.47527,76.805718,https://2gis.com/firm/70000001035125669,branch
Школа №2,,Школы,"2-й микрорайон, 15а",,,2 м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00,+05:00,5.0,2,87277245591,,,,,,,,,,,,,,,,,43.856888,77.054005,https://2gis.com/firm/70000001040697676,branch
Средняя школа №4 им. Касыма Кайсенова с дошкольным мини-центром,,Школы,"3-й микрорайон, 30",,,3-й м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 08:00-19:30; Вт: 08:00-19:30; Ср: 08:00-19:30; Чт: 08:00-19:30; Пт: 08:00-19:30; Сб: 08:00-13:00,+05:00,3.6,9,,,,,,,,,,,,,,,,,,43.850381,77.056394,https://2gis.com/firm/70000001040695867,branch
Средняя школа №12 с дошкольным мини-центром с. Заречное,,Школы,"улица Дзержинского, 3а",,,,,,Конаев городская администрация,Алматинская область,Казахстан,,+05:00,5.0,1,,,,,,,,,,,,,,,,,,43.709311,77.040329,https://2gis.com/firm/70000001077339247,branch
Средняя школа Казахстан,,Школы,"улица Дарханбаева, 4",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,5.0,1,,,,,,,,,,,,,,,,,,43.534079,77.755018,https://2gis.com/firm/70000001077337649,branch
Средняя школа-гимназия с дошкольным мини-центром,,Школы,"4-й микрорайон, 61/1 стр",,,4-й м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.0,6,87277241568,,,,,,,,,,,,,,,,,43.850321,77.052066,https://2gis.com/firm/70000001040695751,branch
Средняя школа им. Ы. Алтынсарина,,Школы,"улица Кунаева, 25",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.0,12,87277158276,,,,,http://altynsarin.karasai.edu.kz/,,,,,,,,,,,,43.375928,76.626315,https://2gis.com/firm/70000001068859632,branch
Средняя школа №2 с. Жамбыл,,Школы,"Аксай улица, 40",,,,,,Карасайский район,Алматинская область,Казахстан,,+05:00,2.6,7,,,,,,,https://instagram.com/zhambyl2ortamektebi,,,,,,,,,,,43.284723,76.683849,https://2gis.com/firm/70000001089272221,branch
Средняя школа №2 села Кайназар,,Школы,"Шыгыс улица, 21",,,,,,Жамбылский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,,,,,,,,,,,,,,,,,,43.20217,76.286973,https://2gis.com/firm/70000001083789327,branch
Средняя школа им. Аль-Фараби,,Школы,"улица Школьная, 51",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,1.8,17,87277529215,87277542031,,,,http://al-farabi-enkaz.mektebi.kz,,,,,,,,,,,,43.403534,77.222915,https://2gis.com/firm/70000001069130936,branch
Общеобразовательная средняя школа №16,,Школы,"улица Бокина, 2",,,,,,Талгарский район,Алматинская область,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,,,43.296135,77.292298,https://2gis.com/firm/70000001077291600,branch
Средняя общеобразовательная школа №38 ,,Школы,"улица Смыкова, 11",,,,,,Талгарский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,,,87277441724,,,,,,,,,,,,,,,,,43.344198,77.233071,https://2gis.com/firm/70000001067888181,branch
Средняя школа им. Каныша Сатпаева,,Школы,"улица Алматинская, 37",,,,,Есик,Енбекшиказахский район,Алматинская область,Казахстан,,+05:00,4.7,5,,,,,,,,,,,,,,,,,,43.356881,77.439865,https://2gis.com/firm/70000001077334868,branch
Общеобразовательная средняя школа №11 с дошкольным мини-центром,,Школы,"улица Центральная, 34",,,,,,Талгарский район,Алматинская область,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,,,43.607249,77.101632,https://2gis.com/firm/70000001077294327,branch
Общеобразовательная средняя школа №23,,Школы,"улица Болашак, 1",,,,,,Талгарский район,Алматинская область,Казахстан,,+05:00,2.7,4,,,,,,,,,,,,,,,,,,43.478215,77.13932,https://2gis.com/firm/70000001077298131,branch
Средняя общеобразовательная школа №1 им. Д.А. Кунаева,,Школы,"4-й микрорайон, 6/1",,,4-й м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-13:00,+05:00,,,87277244281,87277246921,,,,,,,,,,,,,,,,43.852731,77.053482,https://2gis.com/firm/70000001041248871,branch
Средняя школа им. Карасай батыра,,Школы,"улица Жибек жолы, 83",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00,+05:00,4.8,6,,,,,,,,,,,,,,,,,,43.1864,76.527887,https://2gis.com/firm/70000001060267932,branch
Средняя школа им. Д.Конаева,,Школы,"улица Кунаева, 2",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,,,,,,,,,,,,,,,,,,,,43.398296,77.5862,https://2gis.com/firm/70000001077332702,branch
Средняя школа им. К. Орымбетова,,Школы,"улица Тастанбекова, 11",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,4.8,1,,,,,,,,,,,,,,,,,,43.424844,77.619136,https://2gis.com/firm/70000001077337171,branch
Средняя школа-гимназия села Алмалыбак,,Школы,"улица Хабибулина, 1/1",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,2.3,16,,,,,,,,,,,,,,,,,,43.221719,76.678173,https://2gis.com/firm/70000001089524637,branch
Средняя школа Коктобе,,Школы,"улица Камалова, 1",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,,,43.356466,77.492599,https://2gis.com/firm/70000001077349146,branch
Средняя школа №8 с. Сарыбулак,,Школы,"улица Ленина, 1в",,,,,,Конаев городская администрация,Алматинская область,Казахстан,,+05:00,,,87277271199,87004836114,,,,,,,,,,,,,,,,43.901657,77.673536,https://2gis.com/firm/70000001087500644,branch
Средняя школа им. Б. Косынова с дошкольным мини-центром,,Школы,"улица Наурыз, 8",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,3.5,6,87277136869,,,,,,,,,,,,,,,,sh.b.kosynov,43.238811,76.602632,https://2gis.com/firm/70000001071795378,branch
Средняя школа им. К. Сатпаева,,Школы,"улица Барибаева, 48",,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00,+05:00,4.4,58,,,,,,,,,,,,,,,,,,43.203113,76.627531,https://2gis.com/firm/70000001043589089,branch
Средняя школа Акбастау,,Школы,"Центральная улица, 11",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,5.0,1,,,,,,,,,,,,,,,,,,43.519956,77.480393,https://2gis.com/firm/70000001077335056,branch
Средняя школа им. Толе би,,Школы,"Ленина улица, 22",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,5.0,1,87277553665,,,,,,,,,,,,,,,,,43.386919,77.558695,https://2gis.com/firm/70000001077330781,branch
Средняя школа им. Ы. Алтынсарина,,Школы,"улица Нургазина, 150",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,4.9,2,,,,,,,,,,,,,,,,,,43.595995,78.250643,https://2gis.com/firm/70000001077342979,branch
Средняя школа им. Х.Бижанова,,Школы,"улица Бижанова, 91",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,2.5,4,,,,,,,,,,,,,,,,,,43.601643,78.255711,https://2gis.com/firm/70000001062414438,branch
Средняя школа №49,,Школы,"улица Каратал, 50",,,,,,Илийский район,Алматинская область,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,,,43.505685,76.822117,https://2gis.com/firm/70000001082733583,branch
Средняя школа Каратурык,,Школы,"улица Кенжебаев, 14",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,,,,,,,,,,,,,,,,,,43.554828,78.034072,https://2gis.com/firm/70000001077335906,branch
Средняя школа села Мынбаева,,Школы,"улица Жибек жолы, 15",,,,,,Жамбылский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.9,2,,,,,,,,,,,,,,,,,,43.287722,76.448762,https://2gis.com/firm/70000001083989427,branch
Корамская средняя школа,,Школы,"улица Зарватов, 46",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,,,,,,,,,,,,,,,,,,43.54534,78.173373,https://2gis.com/firm/70000001077336140,branch
Средняя школа №27 с дошкольным мини-центром,,Школы,"улица Абая, 1",,,,,,Илийский район,Алматинская область,Казахстан,,+05:00,5.0,3,,,,,,,,,,,,,,,,,,43.404575,76.699559,https://2gis.com/firm/70000001082662901,branch
Школа №1 имени И. Алтынсарина,,Школы,"улица Октябрьская, 24",,,19-й м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,4.6,3,,,,,,,,,,,,,,,,,,43.865639,77.069848,https://2gis.com/firm/70000001040698610,branch
Средняя школа им. О.Жандосова,,Школы,"улица Темирбекова, 16",,,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00,+05:00,4.6,3,,,,,,,,,,,,,,,,,,43.169631,76.559866,https://2gis.com/firm/70000001065543654,branch
Средняя школа им. П. Вихрева,,Школы,"Бокина улица, 40",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,,,,,,,,,,,,,,,,,,,,43.595078,78.23884,https://2gis.com/firm/70000001077342523,branch
Ай-Шуақ,образовательный центр,Школы; Помощь в обучении; Языковые школы; Центры раннего развития детей,"Куртка улица, 1",2 этаж,050027,Акжар м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,5.0,22,87757375658 (единый номер: пн-сб 8:00-20:00),87477874487 (единый номер WhatsApp: пн-сб 8:00-20:00),87478013630 (единый номер: пн-сб 8:00-20:00),,,,https://instagram.com/i.shuak,,,,https://wa.me/77478013630,,,,,,,43.185727,76.797235,https://2gis.com/firm/70000001033851281,branch
Частная казахско-русская средняя школа им. Асау-Барак,,Школы,"микрорайон Ивушка, 5/1",,,Ивушка м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.6,8,87077727725,87029097207,,,,,,,,,https://wa.me/77077727725,,,,,,,43.863354,77.06178,https://2gis.com/firm/70000001066163751,branch
Азатская неполная средняя школа,,Школы,"улица Байтерек, 10а",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,,+05:00,5.0,1,,,,,,,,,,,,,,,,,,43.350163,77.265945,https://2gis.com/firm/70000001084469065,branch
Средняя школа №11 села Арна,,Школы,"улица Школьная, 6/1",,,,,,Конаев городская администрация,Алматинская область,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,,,43.778674,77.098128,https://2gis.com/firm/70000001077340871,branch
Средняя школа им. А. Байтурсынова,,Школы,"улица Ахмета Байтурсынова, 26а",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,1.2,1,,,,,,,,,,,,,,,,,,43.447096,77.332246,https://2gis.com/firm/70000001077369016,branch
Средняя школа им. Кыдырбекулы,,Школы,"улица Жамбыла, 52а",,,,,,Жамбылский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,,,,,,,,,,,,,,,,,,,,43.363587,76.273927,https://2gis.com/firm/70000001089524590,branch
Средняя школа Садыра,,Школы,"Ушуров улица, 7",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,,,,,,,,,,,,,,,,,,,,43.475475,77.352388,https://2gis.com/firm/70000001077336863,branch
Средняя школа им. Жамбылa,,Школы,"улица Жамбыл, 59",,,,,,Жамбылский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,1,,,,,,,,,,,,,,,,,,43.149935,76.185583,https://2gis.com/firm/70000001089500972,branch
Средняя школа им. И.Жансугурова,,Школы,"улица Жастар, 13",,,,,,Енбекшиказахский район,Алматинская область,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,,,43.49619,77.259103,https://2gis.com/firm/70000001077342866,branch
