Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Aizere 2020,частный детский сад,Частные детские сады,"улица Жунисова, 2/87",,050071,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.7,38,87071115830,,,,,,,https://instagram.com/sadik_aizere2020,,,https://wa.me/77071115830,,,,,,,,43.226436,76.783723,https://2gis.com/firm/70000001061382366,branch
Айналайын-Д,частный детский сад,Частные детские сады,"улица Кунаева, 8/1",,040916,,,,Карасайский район,Алматинская область,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,3.7,3,87071622000,87773252248,,,,,,https://instagram.com/ainalayin_d_balabakshasy_,,,https://wa.me/77071622000,,,,,https://t.me/+77071622000,,,43.242835,76.763742,https://2gis.com/firm/70000001064660883,branch
Нурайка,частный детский сад,Частные детские сады; Центры раннего развития детей,"улица Жибек Жолы, 79a",,040916,,,,Карасайский район,Алматинская область,Казахстан,Пн: 07:00-18:30; Вт: 07:00-18:30; Ср: 07:00-18:30; Чт: 07:00-18:30; Пт: 07:00-18:30,+05:00,,,87783777126,,,,,,,,,,https://wa.me/77783777126,,,,,,,,43.242678,76.746478,https://2gis.com/firm/70000001088950382,branch
Ademi ai,частный детский сад,Частные детские сады,"улица Азербаева, 7",,040905,,,,Карасайский район,Алматинская область,Казахстан,,+05:00,4.9,3,,,,,,,,,,,,,,,,,,,43.215029,76.764845,https://2gis.com/firm/70000001071481037,branch
Ай-керім,частный детский сад,Частные детские сады,"улица Иманбурлык, 48",,050035,Теректи м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00,+05:00,5.0,25,87085346739,,,,,,,https://instagram.com/aikerim_kids,,,https://wa.me/77085346739,,,,,,,,43.235837,76.784359,https://2gis.com/firm/70000001079804733,branch
Аруназ,Частный детский сад,Частные детские сады,"улица Жунисова, 119",,050035,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00; Вс: 08:00-18:00,+05:00,4.6,12,87054775927,,,,,,,https://instagram.com/arunaz.sadik,,,https://wa.me/77054775927,,,,,,,,43.217723,76.791834,https://2gis.com/firm/70000001077783468,branch
Алтын Ұрпақ,частный детский сад,Частные детские сады,"улица Аширбек Сыгай, 99",,,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,4.6,23,,,,,,,,,,,,,,,,,,,43.219645,76.793629,https://2gis.com/firm/70000001036187930,branch
Чудо-детки,частный детский сад,Частные детские сады,"улица Таргап, 111",,050006,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.6,9,87758940486,87786371869,,,,,,https://instagram.com/chudo_detki_sadik,,,https://wa.me/77758940486,https://wa.me/77786371869,,,,,,,43.219038,76.7952,https://2gis.com/firm/70000001052675870,branch
Сункар Балабақшасы,частный детский сад,Частные детские сады,"улица Айбергенова, 92",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.6,39,87029685555,,,,,,,,,,https://wa.me/77029685555,,,,,,,,43.224009,76.796618,https://2gis.com/firm/70000001035985294,branch
Happy kids home,частный детский сад,Частные детские сады,"улица Дала, 80",,050071,Шугыла м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.2,8,87478877720,,,,,,,https://instagram.com/happy_kidshome,,,https://wa.me/77478877720,,,,,,,,43.227757,76.782688,https://2gis.com/firm/70000001081150490,branch
Сәби,частный детский сад,Частные детские сады,"улица Жунисова, 81",1 этаж,050035,,Наурызбайский район,Алматы,,Алматы,Казахстан,"Пн: 07:00-13:00, 15:00-19:00; Вт: 07:00-13:00, 15:00-19:00; Ср: 07:00-13:00, 15:00-19:00; Чт: 07:00-13:00, 15:00-19:00; Пт: 07:00-13:00, 15:00-19:00",+05:00,3.8,25,87477227724,87757008771,,,,,,,,,https://wa.me/77757008771,,,,,,,,43.22109,76.79003,https://2gis.com/firm/70000001033216251,branch
Smart Children,частный детский сад,Частные детские сады,"улица Таргап, 118",,050006,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.2,66,87475295401,,,,,,,,,,https://wa.me/77475295401,,,,,,,,43.219085,76.794673,https://2gis.com/firm/70000001039290983,branch
Баракат 2017,частный детский сад,Частные детские сады,"улица Таргап, 122",,050006,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,2,87086619080,,,,,,,https://instagram.com/barakatbalabakshasy,,,https://wa.me/77086619080,,,,,,,,43.218709,76.794761,https://2gis.com/firm/70000001036842519,branch
Ак-Аянур,частный детский сад,Частные детские сады,"улица Ибрая Жакаева, 85",,050035,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,5.0,3,87053356915,87477061185,,,,,,,,,https://wa.me/77053356915,,,,,,,,43.224144,76.795861,https://2gis.com/firm/70000001027314767,branch
Шапағат,частный детский сад,Частные детские сады,"улица Таргап, 117",,050006,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+05:00,4.2,18,87073867987,,,,,,,,,,https://wa.me/77073867987,,,,,,,,43.218581,76.795835,https://2gis.com/firm/70000001079741105,branch
Ақзере,частный детский сад,Частные детские сады,"улица Дала, 149",,050071,Шугыла м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,4.4,6,87014094048,,,,,,,,,,https://wa.me/77014094048,,,,,,,,43.225604,76.782969,https://2gis.com/firm/70000001065452437,branch
Ziatker-2023,частный детский сад,Частные детские сады,"улица Аширбек Сыгай, 39",,050006,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:30; Вт: 07:30-18:30; Ср: 07:30-18:30; Чт: 07:30-18:30; Пт: 07:30-18:30,+05:00,3.0,2,87071627374,87477628508,,,,,,https://instagram.com/ziatker_sad,,,https://wa.me/77071627374,https://wa.me/77477628508,,,,,,,43.225513,76.789787,https://2gis.com/firm/70000001080616747,branch
Радуга,частный детский сад,Частные детские сады,"улица Таргап, 109",,050006,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.9,2,87077760206,,,,,,,https://instagram.com/radugadetskiisad,,,https://wa.me/77077760206,,,,,,,,43.219228,76.795073,https://2gis.com/firm/70000001053988319,branch
Balazhan,частный детский сад,Частные детские сады,"улица Айбергенова, 2д",,050035,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,4.6,9,87029685555,,,,,,,,,,https://wa.me/77029685555,,,viber://chat/?number=77029685555,,,,,43.228863,76.793568,https://2gis.com/firm/70000001035845615,branch
Нұрлы шың,частный детский сад,Частные детские сады,"улица Айбергенова, 67",,050006,Калкаман м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,4.5,6,87075844848,87474035009,,,,,,,,,https://wa.me/77474035009,https://wa.me/77075844848,,,,,,,43.22267,76.797999,https://2gis.com/firm/70000001028472119,branch
Zam-zam,детский сад,Частные детские сады,"улица Шектибай, 37",,,Теректи м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:30; Вт: 08:00-18:30; Ср: 08:00-18:30; Чт: 08:00-18:30; Пт: 08:00-18:30,+05:00,2.0,1,87016413738,87478018858,,,,,,https://instagram.com/sadik.zamzam,,,https://wa.me/77016413738,https://wa.me/77478018858,,,,,,,43.238234,76.784502,https://2gis.com/firm/70000001050824769,branch
Nur_ai,частный детский сад,Частные детские сады,"улица Кенжетаева, 46",,050060,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.9,4,87029464571,,,,,,,,,,https://wa.me/77029464571,,,,,,,,43.225227,76.788207,https://2gis.com/firm/70000001083443189,branch
Алем,частный детский сад,Частные детские сады,"улица Нурлы тан, 17",,050006,Шугыла м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+05:00,4.2,6,87087372775,87077183282,,,,,,,,,https://wa.me/77087372775,https://wa.me/77077183282,,,,,,,43.214803,76.793876,https://2gis.com/firm/70000001069463178,branch
Бал-Дария,частный детский сад,Частные детские сады,"улица Аширбек Сыгай, 55",,,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,1.8,5,87784617967,,,,,,,,,,https://wa.me/77784617967,,,,,,,,43.224151,76.790965,https://2gis.com/firm/70000001045698853,branch
Тарлан,частный детский сад,Частные детские сады; Помощь в обучении; Логопед,"улица Тастобе, 16",1 этаж,050071,Теректи м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,4.9,1,87017607762,87017880503,,,,,,https://instagram.com/tarlan_sadik_almaty,,,https://wa.me/77017607762,https://wa.me/77017880503,,,,,,,43.237985,76.789302,https://2gis.com/firm/70000001038502509,branch
Бал-Бала,частный детский сад,Частные детские сады,"улица Абая, 5г",,040905,,,,Карасайский район,Алматинская область,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,5.0,3,87013498398,,,,,,,,,,https://wa.me/77013498398,,,,,,,,43.217842,76.766885,https://2gis.com/firm/70000001082788952,branch
Bambino,частный детский сад,Частные детские сады,"улица Жуалы, 36",1-3 этаж,050006,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.3,7,87777760677,87087674561,,,,,,,,,https://wa.me/77777760677,https://wa.me/77087674561,,,,,,,43.232127,76.788942,https://2gis.com/firm/70000001052515720,branch
Saniya,частный детский сад,Частные детские сады,"улица Жиренкол, 25",,,Теректи м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00,+05:00,5.0,1,87018470188 (единый номер: пн-пт 7:00-19:00),,,,,,,https://instagram.com/det_sad_sanya,,,https://wa.me/77018470188,,,,,,,,43.23721,76.799493,https://2gis.com/firm/70000001089006317,branch
Еркетай Үміт ,частный детский сад,Частные детские сады,"улица Талсуат, 46",,,Теректи м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:30-18:15; Вт: 08:30-18:15; Ср: 08:30-18:15; Чт: 08:30-18:15; Пт: 08:30-18:15,+05:00,5.0,12,87085916038,,,,,,,https://instagram.com/erketai_umit_balabakshasy,,,https://wa.me/77085916038,,,,,,,,43.238708,76.786439,https://2gis.com/firm/70000001086983912,branch
Айша,частный детский сад,Частные детские сады,"улица Орталык, 23",,050071,Теректи м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00,+05:00,3.5,13,87471018515,87011414696,,,,,,https://instagram.com/aisha_balabakshasy,,,https://wa.me/77471018515,https://wa.me/77011414696,,,,,,,43.244397,76.792135,https://2gis.com/firm/70000001062500012,branch
